experiment_cohort,day_of_experiment,device_type,gender,region,age,total_artists_last_100_days,minutes_listening_during_experiment,user_id
control,11,desktop,M,south,26.7,100,105.7,436923044
control,12,desktop,M,south,26.4,130,145.4,702546002
control,12,desktop,M,south,30.2,88,123.3,472464159
control,13,desktop,M,south,37.2,101,111.5,645993412
control,14,desktop,M,south,23.2,138,157,362678179
control,14,desktop,M,south,47.8,102,123.9,473580514
control,14,desktop,M,south,29.7,101,127.1,385272855
treatment,15,desktop,M,south,31.3,82,135.8,120008847
control,15,desktop,M,south,46.7,132,144.3,298824833
control,16,desktop,M,south,36.1,51,111.6,281264848
treatment,17,desktop,M,south,29.5,95,126.2,197417063
control,17,desktop,M,south,18,164,132.5,577727759
control,17,desktop,M,south,26.4,29,140.3,305263808
control,17,desktop,M,south,42.9,126,126.1,247088127
control,18,desktop,M,south,22,108,126.3,324347127
control,18,desktop,M,south,20.1,136,127.7,654447822
control,18,desktop,M,south,34.7,153,105.9,266517069
control,19,desktop,M,south,28.7,41,123.9,99586976
control,19,desktop,M,south,41.7,114,136.1,174384709
control,20,desktop,M,south,38.9,136,117.6,288720046
control,20,desktop,M,south,30.6,147,126.6,552467318
control,20,desktop,M,south,18.4,95,103.9,201633626
control,20,desktop,M,south,30.7,195,118.3,510336563
treatment,21,desktop,M,south,36.2,67,220,368606546
control,21,desktop,M,south,35.7,104,115,620982832
control,21,desktop,M,south,23,155,145.5,348199155
control,22,desktop,M,south,22.8,67,148.4,599591559
control,22,desktop,M,south,25,184,113,372536104
control,23,desktop,M,south,39.2,77,124.7,525185983
control,24,desktop,M,south,45.7,36,126.2,676644358
control,24,desktop,M,south,23.8,32,141.5,350451128
control,25,desktop,M,south,28.9,49,155.1,230380676
control,25,desktop,M,south,23.7,175,129.1,135551453
control,25,desktop,M,south,35.4,43,128,185757746
control,26,desktop,M,south,26.3,56,125.4,234437062
control,26,desktop,M,south,22.3,110,115.2,479076546
control,27,desktop,M,south,39.6,101,143,164981516
control,27,desktop,M,south,54.4,79,128.4,481057711
control,27,desktop,M,south,19.8,89,140.3,236619165
control,27,desktop,M,south,18.7,98,145.9,612319709
control,28,desktop,M,south,26,119,125.1,119970777
control,28,desktop,M,south,32.5,94,106.9,288687674
control,1,desktop,M,midwest,25.6,28,106.4,194539902
control,1,desktop,M,midwest,31.3,73,100.7,195735010
control,1,desktop,M,midwest,20.4,55,145.2,342331387
control,1,desktop,M,midwest,27.3,40,111.6,619846724
control,2,desktop,M,midwest,20.4,73,113.7,428269218
control,2,desktop,M,midwest,23.4,210,140.3,191657542
control,2,desktop,M,midwest,24.4,135,124.6,572949843
control,2,desktop,M,midwest,20.9,126,128.9,339410384
control,3,desktop,M,midwest,30.7,60,142.3,403257168
control,3,desktop,M,midwest,24.9,111,131.6,165231927
control,3,desktop,M,midwest,29.4,39,131.9,169519713
control,3,desktop,M,midwest,28.6,65,107.6,505719242
treatment,5,desktop,M,midwest,36,102,219,171171872
treatment,5,desktop,M,midwest,28.2,126,108.8,659216150
control,5,desktop,M,midwest,36.2,37,112.6,596339419
control,5,desktop,M,midwest,36.4,24,130.4,639224624
control,5,desktop,M,midwest,34.9,89,98.9,497246014
control,5,desktop,M,midwest,21.4,52,158.3,105456843
control,6,desktop,M,midwest,20.6,43,135.4,268224527
treatment,7,desktop,M,midwest,19.7,79,188.9,530860739
treatment,7,desktop,M,midwest,37.7,46,110.4,583832781
control,7,desktop,M,midwest,30.1,115,126.8,514936755
control,7,desktop,M,midwest,40.6,96,119.8,483969008
control,7,desktop,M,midwest,33.5,49,131.3,354759636
treatment,8,desktop,M,midwest,31.2,145,127.4,197620564
control,9,desktop,M,midwest,28,50,128.7,141883343
control,9,desktop,M,midwest,53.6,27,116.6,650297023
control,9,desktop,M,midwest,25.4,49,103.7,649229339
treatment,10,desktop,M,midwest,23.2,154,130.2,447500635
treatment,11,desktop,M,midwest,22.6,81,153.9,496430745
treatment,12,desktop,M,midwest,27,101,196.5,556779662
control,12,desktop,M,midwest,25.3,75,129.5,104258909
control,12,desktop,M,midwest,22,139,133.7,675860904
control,12,desktop,M,midwest,28.4,105,99.3,618745980
control,12,desktop,M,midwest,27.3,37,135.4,408101886
control,13,desktop,M,midwest,26.5,24,131.2,672017875
treatment,14,desktop,M,midwest,20.5,76,192.1,708358459
control,15,desktop,M,midwest,21.6,153,129.1,232577119
treatment,16,desktop,M,midwest,35.7,91,128.6,86299638
control,18,desktop,M,midwest,20,56,109.9,216173102
control,18,desktop,M,midwest,35.2,51,108.7,305329251
control,19,desktop,M,midwest,22.9,103,128.6,109047399
control,19,desktop,M,midwest,31.6,97,137.9,541647100
control,20,desktop,M,midwest,39.9,93,116.7,474077926
control,20,desktop,M,midwest,29.9,157,137.6,176603293
control,20,desktop,M,midwest,22,146,113.3,268704084
control,20,desktop,M,midwest,36.3,36,111.5,446991151
control,21,desktop,M,midwest,26.3,114,119,443307019
control,21,desktop,M,midwest,32.9,38,143,663733187
control,22,desktop,M,midwest,26.6,68,138.2,623126734
treatment,23,desktop,M,midwest,30.8,78,122.5,375137740
control,23,desktop,M,midwest,24.4,55,172.8,525522031
control,23,desktop,M,midwest,30.3,89,128.7,645677931
control,23,desktop,M,midwest,25.5,112,141.7,566964636
control,24,desktop,M,midwest,35.3,105,112.1,276815994
control,24,desktop,M,midwest,27.1,45,99.4,607559626
control,25,desktop,M,midwest,31.5,89,134.9,547040574
control,25,desktop,M,midwest,18.4,72,113.1,195644041
control,26,desktop,M,midwest,35.5,102,117.8,512225036
control,26,desktop,M,midwest,27.8,88,124.7,452614464
control,26,desktop,M,midwest,31.7,71,125.2,244253145
control,26,desktop,M,midwest,19.7,37,125.7,417309508
control,26,desktop,M,midwest,45.9,103,104.5,455223967
control,27,desktop,M,midwest,24,123,134.3,251681316
control,27,desktop,M,midwest,24.3,58,128.7,290126183
control,28,desktop,M,midwest,29.4,51,126.8,605887384
control,2,desktop,M,northeast,21,158,110.8,301128534
control,2,desktop,M,northeast,26.8,81,118,129931804
control,2,desktop,M,northeast,46.9,48,166.5,616980106
control,2,desktop,M,northeast,30.7,104,125.8,168186940
treatment,3,desktop,M,northeast,18.2,132,110.5,672881955
control,3,desktop,M,northeast,28.1,41,157.3,705080672
control,3,desktop,M,northeast,28.8,61,114.6,121733041
control,3,desktop,M,northeast,35.1,72,134.6,315210154
control,4,desktop,M,northeast,32.1,137,113.7,301921025
control,4,desktop,M,northeast,31.4,52,111.2,224464687
control,6,desktop,M,northeast,21.8,118,113.2,451199062
control,6,desktop,M,northeast,26.6,72,140.4,601372628
control,7,desktop,M,northeast,39.9,42,136.8,378347589
control,7,desktop,M,northeast,44.1,94,143.1,565533124
control,7,desktop,M,northeast,21.3,43,155.3,455282646
control,7,desktop,M,northeast,19.4,146,132.2,619293685
control,8,desktop,M,northeast,39.9,121,135,267041604
control,8,desktop,M,northeast,47.1,62,103.1,334553832
control,9,desktop,M,northeast,35.9,64,112.7,659098897
control,9,desktop,M,northeast,34.9,64,123.5,582586151
control,9,desktop,M,northeast,35.8,85,114.2,382099031
control,9,desktop,M,northeast,53.9,50,101.5,269971195
control,9,desktop,M,northeast,34.7,112,114.9,405124932
control,10,desktop,M,northeast,24.9,151,124.8,185492892
control,10,desktop,M,northeast,19,62,124.3,398402801
control,11,desktop,M,northeast,20.3,43,121,696824945
control,11,desktop,M,northeast,30.9,78,138.1,678467433
control,13,desktop,M,northeast,28.4,45,121.1,373675092
control,13,desktop,M,northeast,19.6,26,145.6,338298615
control,13,desktop,M,northeast,32.1,113,155.9,657854566
control,14,desktop,M,northeast,34.9,39,115.8,384122108
control,14,desktop,M,northeast,19.6,108,109.2,610447401
control,14,desktop,M,northeast,21.6,77,132.4,237420599
control,14,desktop,M,northeast,24.9,89,145.9,279793501
treatment,15,desktop,M,northeast,19.4,60,130.2,130198269
treatment,15,desktop,M,northeast,28.5,32,110.3,369927470
control,15,desktop,M,northeast,25.4,54,158.7,485455812
control,15,desktop,M,northeast,21.1,129,146.8,396141968
control,16,desktop,M,northeast,28.2,39,100.3,380389788
control,16,desktop,M,northeast,42.7,42,116.3,448558207
control,16,desktop,M,northeast,18.2,62,143,641718808
control,16,desktop,M,northeast,32.6,62,146.1,671547103
control,16,desktop,M,northeast,33,83,136.2,303053162
treatment,17,desktop,M,northeast,22,65,272.7,605893967
treatment,17,desktop,M,northeast,20.6,161,156.4,90918629
control,17,desktop,M,northeast,20.2,55,131.5,325091533
control,17,desktop,M,northeast,27.4,44,145.4,679345549
treatment,18,desktop,M,northeast,21.6,114,136.5,174754856
control,18,desktop,M,northeast,30.6,118,118.7,707970910
control,18,desktop,M,northeast,30.7,30,95.4,168446324
control,18,desktop,M,northeast,43.2,48,143.9,144320027
control,18,desktop,M,northeast,19.9,50,105,457052946
control,19,desktop,M,northeast,43.2,54,116.6,147526702
control,20,desktop,M,northeast,20,54,133.5,127180530
control,20,desktop,M,northeast,29.3,106,115.1,535508809
control,20,desktop,M,northeast,28.2,29,124.2,232950143
control,21,desktop,M,northeast,35.2,128,130.6,462471180
control,21,desktop,M,northeast,23.1,35,118.3,370793776
control,21,desktop,M,northeast,31.7,101,133.3,442064821
control,22,desktop,M,northeast,34.4,76,136.4,523845716
control,22,desktop,M,northeast,24.2,81,123.4,338148706
control,22,desktop,M,northeast,25.9,87,128.6,109271272
control,22,desktop,M,northeast,32.9,176,121.9,210193594
control,22,desktop,M,northeast,18.8,82,138.4,658581516
control,22,desktop,M,northeast,23.2,56,135.1,386632638
control,22,desktop,M,northeast,22.2,90,120.6,426718367
control,23,desktop,M,northeast,25.1,135,125.8,197631533
control,23,desktop,M,northeast,31.7,31,160.7,173383681
control,24,desktop,M,northeast,20.1,61,118.9,684110579
control,25,desktop,M,northeast,33,49,128.7,352030115
control,25,desktop,M,northeast,52.7,46,107.5,181574987
control,26,desktop,M,northeast,19,111,123.4,561646098
control,26,desktop,M,northeast,27.4,65,146.6,424581826
control,27,desktop,M,northeast,19.6,94,97.5,679783419
control,27,desktop,M,northeast,37.5,96,102.3,655421196
control,28,desktop,M,northeast,27.6,109,139.3,630410216
control,28,desktop,M,northeast,29.2,159,159.9,387127339
control,28,desktop,M,northeast,25.4,57,126.6,188938107
treatment,1,desktop,M,west,20.6,155,213.4,529259637
control,1,desktop,M,west,29.3,47,121.1,706184550
control,1,desktop,M,west,72,90,114.1,517188306
control,1,desktop,M,west,38.5,116,121.4,315601457
control,2,desktop,M,west,18.6,49,138.1,544011067
control,3,desktop,M,west,51.1,64,119,381191604
control,3,desktop,M,west,40.9,35,112.1,556519917
control,3,desktop,M,west,22.1,72,108.7,384415485
control,4,desktop,M,west,19.3,123,114.2,150063079
control,4,desktop,M,west,24.3,54,129.7,556398966
treatment,5,desktop,M,west,41.8,76,186.2,277335795
treatment,5,desktop,M,west,24.1,73,209.6,336711173
control,6,desktop,M,west,29.7,75,128.7,635912728
control,7,desktop,M,west,26.4,114,104.4,533671711
control,7,desktop,M,west,25.3,73,116.3,326729301
control,7,desktop,M,west,29.1,192,122.5,662809227
treatment,8,desktop,M,west,27.6,55,109,516478858
control,8,desktop,M,west,26.6,16,102.5,370741244
control,8,desktop,M,west,28.1,48,132.7,617328040
control,8,desktop,M,west,22,91,186.4,488094828
treatment,9,desktop,M,west,30.6,83,205.7,307029588
control,9,desktop,M,west,26.6,39,105.7,91236089
control,9,desktop,M,west,36.7,113,112,391253108
control,10,desktop,M,west,30,98,107.1,458481400
control,10,desktop,M,west,22.3,95,115.3,417425408
treatment,11,desktop,M,west,22.5,52,145,491180244
control,11,desktop,M,west,30.8,45,137,613276231
control,11,desktop,M,west,20,55,127.7,270690618
control,11,desktop,M,west,32.1,124,133.2,176141699
control,11,desktop,M,west,26.3,130,128.4,549676019
control,12,desktop,M,west,31.9,179,159.6,111584760
control,12,desktop,M,west,21.5,85,119,445850228
control,12,desktop,M,west,21.2,94,124.4,79383322
control,13,desktop,M,west,19.5,128,132.7,102939996
control,13,desktop,M,west,32.8,76,137.3,685552182
control,13,desktop,M,west,26.2,128,133.7,138847453
control,14,desktop,M,west,38.7,127,123.2,580222629
control,15,desktop,M,west,25.4,149,121.7,404542452
control,15,desktop,M,west,24,110,152.3,220032554
control,15,desktop,M,west,25.7,54,132.6,238256025
control,16,desktop,M,west,25.5,53,139.3,653254620
control,17,desktop,M,west,21.9,34,154.2,106539075
control,17,desktop,M,west,24,61,122.2,437924115
control,17,desktop,M,west,42.6,75,118.2,269303178
control,17,desktop,M,west,26.8,123,92.4,571992207
control,17,desktop,M,west,35,110,131.8,242971131
control,18,desktop,M,west,22,43,158.1,200757224
control,18,desktop,M,west,30.4,182,126.5,665166447
treatment,19,desktop,M,west,31,43,177.7,429918308
control,19,desktop,M,west,29.8,48,121.3,521012254
control,19,desktop,M,west,41,38,112.5,260595899
treatment,20,desktop,M,west,24,65,124.3,613747910
control,20,desktop,M,west,19.2,116,127.2,413915228
control,20,desktop,M,west,38.3,90,152.8,307834676
control,20,desktop,M,west,19.2,125,118.4,545269240
treatment,21,desktop,M,west,27.2,104,239.1,92299193
treatment,21,desktop,M,west,21.8,57,118.9,294331625
control,21,desktop,M,west,27.4,104,129.3,623926514
control,22,desktop,M,west,34,106,130.6,373265807
control,22,desktop,M,west,21.4,41,117.1,670567092
control,23,desktop,M,west,20.3,61,132.1,340247838
control,23,desktop,M,west,36.2,64,142,306113483
control,23,desktop,M,west,43.4,67,114.6,510740785
control,23,desktop,M,west,21.5,116,128.7,436627483
control,23,desktop,M,west,26.6,98,91.5,565898167
control,24,desktop,M,west,36.9,155,125.8,619639547
control,24,desktop,M,west,29,88,134.6,216104911
control,24,desktop,M,west,41.9,30,133.5,621606985
control,24,desktop,M,west,30.7,89,126.6,568651764
control,24,desktop,M,west,23.2,45,102.8,482772790
control,24,desktop,M,west,22.8,52,126.9,433976429
control,24,desktop,M,west,23.1,90,131,282959174
treatment,25,desktop,M,west,24.4,133,167.8,238180801
control,25,desktop,M,west,23.9,52,117.4,429546140
control,25,desktop,M,west,29.8,107,135.7,175989409
control,26,desktop,M,west,32.6,64,131.5,657315934
control,26,desktop,M,west,31.4,42,165.9,658920797
control,26,desktop,M,west,38,43,106.5,359247848
control,26,desktop,M,west,34.8,104,134.2,214382402
treatment,28,desktop,M,west,31.7,152,122.3,527721671
control,28,desktop,M,west,24.6,158,112.5,186056733
control,28,desktop,M,west,42.3,60,130,628227870
control,28,desktop,M,west,24.6,126,110.9,308767612
control,28,desktop,M,west,27.3,85,107.6,118605020
control,1,desktop,M,south,35.2,91,140.4,370161688
control,1,desktop,M,south,30.1,74,119.2,280469192
treatment,3,desktop,M,south,32.9,96,170.1,540224156
control,3,desktop,M,south,32,65,117.9,456780662
control,3,desktop,M,south,30.8,54,156.7,148764705
control,3,desktop,M,south,35.9,96,113.1,237328479
control,4,desktop,M,south,32.3,38,154.2,295796384
control,4,desktop,M,south,39.6,138,106.1,260925829
control,4,desktop,M,south,33,68,132.9,432671645
control,4,desktop,M,south,25.6,57,122.1,223993566
control,4,desktop,M,south,35.8,42,111.9,399716249
control,4,desktop,M,south,53.2,65,129.5,515822722
control,5,desktop,M,south,21.1,78,126.7,291162193
control,5,desktop,M,south,25.4,102,100.4,214395064
control,6,desktop,M,south,42.6,54,104.8,492826256
control,6,desktop,M,south,30.4,37,120.6,303905824
control,6,desktop,M,south,22.8,103,121.4,323455851
control,6,desktop,M,south,34.5,126,114.5,426745677
treatment,7,desktop,M,south,28,55,189.4,406029183
control,8,desktop,M,south,27.2,77,115.1,587100511
control,8,desktop,M,south,23,100,139,651354106
control,9,desktop,M,south,30.8,39,148.9,150759195
control,9,desktop,M,south,34.4,98,129.3,191968286
control,9,desktop,M,south,29.4,104,136,282655782
control,10,desktop,M,south,32.6,69,125.7,516892524
control,10,desktop,M,south,23.7,122,147.6,695119211
treatment,11,desktop,M,south,50.2,52,249.2,313446006
treatment,11,desktop,M,south,19.8,55,141.8,499987495
control,11,desktop,M,south,38.5,87,123.8,673412244
control,12,desktop,M,south,27.1,17,111.2,660989337
control,13,desktop,M,south,23.7,70,127.9,364691343
control,13,desktop,M,south,35.6,91,127.7,588386182
control,13,desktop,M,south,26.3,82,131.9,603951762
control,13,desktop,M,south,28.5,240,131.5,546486173
control,13,desktop,M,south,23.7,69,144.1,463448639
treatment,14,desktop,M,south,40,57,174.3,665641483
control,14,desktop,M,south,21.6,96,139.4,256830129
control,14,desktop,M,south,20.3,77,127.8,321882087
control,14,desktop,M,south,33.4,109,119.5,254158434
control,14,desktop,M,south,24.3,64,128.3,172918739
control,14,desktop,M,south,24.2,97,151,112495687
control,15,desktop,M,south,47.4,35,125.4,522081651
treatment,16,desktop,M,south,27.5,74,129.4,678768318
control,16,desktop,M,south,30.9,78,124.5,620081196
control,16,desktop,M,south,32,112,122.3,680358257
control,16,desktop,M,south,26.6,102,100.9,268359203
treatment,17,desktop,M,south,34.7,44,216.5,601998927
control,17,desktop,M,south,20.7,34,101.4,412032809
control,17,desktop,M,south,30.8,36,135.4,210575861
control,17,desktop,M,south,27.1,18,134.8,473523539
control,18,desktop,M,south,24.3,144,128.6,471463636
control,18,desktop,M,south,20.4,78,112.6,181748918
control,18,desktop,M,south,19.2,89,129.8,608515434
treatment,19,desktop,M,south,29.9,41,213.8,525581536
control,19,desktop,M,south,18.6,18,121,221257088
control,19,desktop,M,south,23.3,74,116.8,256122106
control,20,desktop,M,south,33.3,149,121.6,157164581
control,20,desktop,M,south,29.9,160,128.9,137826955
treatment,21,desktop,M,south,18.4,71,219.5,493367558
control,21,desktop,M,south,27.7,162,95.9,222679198
treatment,22,desktop,M,south,34.8,90,177.1,301583409
control,22,desktop,M,south,29.3,137,140,465044019
control,22,desktop,M,south,29.9,130,119.2,103148245
control,23,desktop,M,south,33.4,83,110.9,359441591
treatment,24,desktop,M,south,24.6,211,128,607637296
control,24,desktop,M,south,23.8,164,102.8,594937730
treatment,25,desktop,M,south,20.1,98,216.7,653316799
control,25,desktop,M,south,36.2,80,152.9,628224637
treatment,26,desktop,M,south,22.7,90,224.5,393565362
control,26,desktop,M,south,33,97,104.9,687174719
control,26,desktop,M,south,30.8,43,118.3,630522398
control,26,desktop,M,south,18.9,22,125.2,383079716
control,26,desktop,M,south,25.4,88,124.6,90932399
control,26,desktop,M,south,36.4,84,107.1,677300537
control,27,desktop,M,south,37.8,100,132.6,234881222
control,27,desktop,M,south,33.2,46,97.3,136366183
